"Module"	"Gene1"	"Gene2"
"M5"	"RHPN2"	"GABARAPL2"
"M5"	"RHPN2"	"CDK7"
"M5"	"RHPN2"	"CEBPE"
"M5"	"RHPN2"	"PTPRH"
"M5"	"RHPN2"	"MATN1"
"M5"	"RHPN2"	"FAM126B"
"M5"	"RHPN2"	"EGFL8"
"M5"	"RHPN2"	"NUTF2"
"M5"	"RHPN2"	"KCNJ12"
"M5"	"RHPN2"	"SLC12A1"
"M5"	"RHPN2"	"PELP1"
"M5"	"RHPN2"	"CACTIN"
"M5"	"RHPN2"	"ATP11C"
"M5"	"RHPN2"	"GNPTAB"
"M5"	"RHPN2"	"CCBL1"
"M5"	"RHPN2"	"GARS"
"M5"	"RHPN2"	"INTS5"
"M5"	"RHPN2"	"IRF2BPL"
"M5"	"RHPN2"	"MMP23B"
"M5"	"RHPN2"	"RGS4"
"M5"	"RHPN2"	"PPP1R7"
"M5"	"RHPN2"	"ABCG5"
"M5"	"RHPN2"	"TEX2"
"M5"	"RHPN2"	"TBC1D2"
"M5"	"RHPN2"	"THAP4"
"M5"	"RHPN2"	"SYN3"
"M5"	"RHPN2"	"PTPRR"
"M5"	"RHPN2"	"PTRF"
"M5"	"RHPN2"	"STAC"
"M5"	"RHPN2"	"NPHP3"
"M5"	"RHPN2"	"COG6"
"M5"	"RHPN2"	"HLA-DPA1"
"M5"	"RHPN2"	"NRAS"
"M5"	"RHPN2"	"RABEP2"
"M5"	"RHPN2"	"STAG3"
"M5"	"RHPN2"	"MECOM"
"M5"	"RHPN2"	"VPS41"
"M5"	"RHPN2"	"HIF3A"
"M5"	"RHPN2"	"NKG7"
"M5"	"RHPN2"	"CMTM4"
"M5"	"RHPN2"	"ZNF346"
"M5"	"RHPN2"	"ZNF7"
"M5"	"RHPN2"	"GRINA"
"M5"	"RHPN2"	"PLA2G15"
"M5"	"RHPN2"	"AVPR1B"
"M5"	"RHPN2"	"RPRD1A"
"M5"	"RHPN2"	"TOX4"
"M5"	"RHPN2"	"ZFPM2"
"M5"	"RHPN2"	"ZNF484"
"M5"	"RHPN2"	"HPN"
"M5"	"RHPN2"	"HEATR5A"
"M5"	"VPS28"	"FLNB"
"M5"	"VPS28"	"FCRLB"
"M5"	"APBB1IP"	"BSPRY"
"M5"	"APBB1IP"	"RAB38"
"M5"	"CSRP3"	"FLNB"
"M5"	"CSRP3"	"S100G"
"M5"	"CTBS"	"FLNB"
"M5"	"CTBS"	"KRT18"
"M5"	"CTBS"	"BSPRY"
"M5"	"MPPED1"	"KRT18"
"M5"	"MPPED1"	"S100G"
"M5"	"MPPED1"	"TENM2"
"M5"	"MPPED1"	"VTCN1"
"M5"	"CASP8"	"KRT18"
"M5"	"CASP8"	"SPINT2"
"M5"	"CASP8"	"BSPRY"
"M5"	"SCAF11"	"CFB"
"M5"	"PTP4A1"	"TFAP2B"
"M5"	"PTP4A1"	"RBM25"
"M5"	"PTP4A1"	"FLNB"
"M5"	"PTP4A1"	"CA2"
"M5"	"PTP4A1"	"HIST1H4J"
"M5"	"PTP4A1"	"CDS1"
"M5"	"PTP4A1"	"TUFT1"
"M5"	"PTP4A1"	"KCNK3"
"M5"	"PTP4A1"	"LSR"
"M5"	"PTP4A1"	"KRT18"
"M5"	"PTP4A1"	"SPINT2"
"M5"	"PTP4A1"	"NEBL"
"M5"	"PTP4A1"	"PIK3R3"
"M5"	"PTP4A1"	"SLC9A3R1"
"M5"	"PTP4A1"	"HIST1H2BD"
"M5"	"PTP4A1"	"GPRC5A"
"M5"	"PTP4A1"	"CYP24A1"
"M5"	"PTP4A1"	"ISYNA1"
"M5"	"PTP4A1"	"S100G"
"M5"	"PTP4A1"	"TRPM4"
"M5"	"PTP4A1"	"ELMO3"
"M5"	"PTP4A1"	"PRSS8"
"M5"	"PTP4A1"	"BRINP2"
"M5"	"PTP4A1"	"SLC44A3"
"M5"	"PTP4A1"	"PPAP2C"
"M5"	"PTP4A1"	"PNMT"
"M5"	"PTP4A1"	"KIAA1522"
"M5"	"PTP4A1"	"BSPRY"
"M5"	"PTP4A1"	"BPIFB1"
"M5"	"PTP4A1"	"FAM83H"
"M5"	"PTP4A1"	"PGAP3"
"M5"	"PTP4A1"	"CMTM8"
"M5"	"PTP4A1"	"FCRLB"
"M5"	"PTP4A1"	"FAM189A2"
"M5"	"PTP4A1"	"SLC39A11"
"M5"	"PTP4A1"	"EFHD1"
"M5"	"PTP4A1"	"MARVELD2"
"M5"	"PTP4A1"	"LZTS3"
"M5"	"PTP4A1"	"PPM1H"
"M5"	"PPP2R5E"	"KIAA1522"
"M5"	"DNM1L"	"BPIFB1"
"M5"	"TACSTD2"	"CFB"
"M5"	"PSMC6"	"PRSS8"
"M5"	"DTNBP1"	"CFB"
"M5"	"ACOX1"	"BPIFB1"
"M5"	"TAF3"	"PNMAL1"
"M5"	"SLC1A1"	"BSPRY"
"M5"	"PBK"	"BSPRY"
"M5"	"WDR12"	"KIAA1522"
"M5"	"WDR12"	"BSPRY"
"M5"	"CELF2"	"FLNB"
"M5"	"CNP"	"FLNB"
"M5"	"KLHL2"	"SLC44A3"
"M5"	"SEPT6"	"SLC44A3"
"M5"	"HMGN1"	"SLC44A3"
"M5"	"PLA2G1B"	"SLC44A3"
"M5"	"PTPN5"	"SLC44A3"
"M5"	"SBK1"	"SLC44A3"
"M5"	"GRB7"	"SLC44A3"
"M5"	"EXOSC6"	"SLC44A3"
"M5"	"MOCS3"	"SLC44A3"
"M5"	"SMTN"	"SLC44A3"
"M5"	"ATP5F1"	"KRT18"
"M5"	"ATP5F1"	"SLC44A3"
"M5"	"SENP8"	"BSPRY"
"M5"	"TPI1"	"CDS1"
"M5"	"TPI1"	"BSPRY"
"M5"	"RFXAP"	"KRT18"
"M5"	"RFXAP"	"SLC44A3"
"M5"	"RFXAP"	"BSPRY"
"M5"	"PABPC3"	"FLNB"
"M5"	"PABPC3"	"KIAA1522"
"M5"	"SIPA1L3"	"KRT18"
"M5"	"RINT1"	"BSPRY"
"M5"	"IMP3"	"CFB"
"M5"	"RGL2"	"CFB"
"M5"	"AZI1"	"FAM83H"
"M5"	"PPL"	"KRT18"
"M5"	"BHLHB9"	"KRT18"
"M5"	"FIG4"	"TUFT1"
"M5"	"TRAPPC6A"	"GSTO2"
"M5"	"TFAP2B"	"TMPRSS11A"
"M5"	"TFAP2B"	"RPL18"
"M5"	"TFAP2B"	"EIF1AX"
"M5"	"TFAP2B"	"TIMM13"
"M5"	"TFAP2B"	"EXOC4"
"M5"	"TFAP2B"	"CADM2"
"M5"	"TFAP2B"	"BMP15"
"M5"	"TFAP2B"	"RPL4"
"M5"	"TFAP2B"	"MSI1"
"M5"	"TFAP2B"	"CRYZL1"
"M5"	"RBM25"	"CEBPG"
"M5"	"RBM25"	"SCOC"
"M5"	"RBM25"	"NHLH2"
"M5"	"RBM25"	"PPIL2"
"M5"	"RBM25"	"NOTCH1"
"M5"	"RBM25"	"NFIB"
"M5"	"RBM25"	"USP33"
"M5"	"RBM25"	"PRLR"
"M5"	"RBM25"	"TM9SF1"
"M5"	"RBM25"	"CCR4"
"M5"	"RBM25"	"LHX2"
"M5"	"RBM25"	"CNTNAP4"
"M5"	"RBM25"	"FOLR3"
"M5"	"RBM25"	"LGR5"
"M5"	"RBM25"	"RAD51C"
"M5"	"RBM25"	"ALG1"
"M5"	"FLNB"	"DUSP10"
"M5"	"FLNB"	"MPP2"
"M5"	"FLNB"	"CPSF6"
"M5"	"FLNB"	"CEP97"
"M5"	"FLNB"	"CD59"
"M5"	"FLNB"	"KIF13B"
"M5"	"FLNB"	"PIAS4"
"M5"	"FLNB"	"FYCO1"
"M5"	"FLNB"	"LAPTM4A"
"M5"	"PPP1R26"	"MSMB"
"M5"	"NANOG"	"HIST1H2BD"
"M5"	"CEACAM5"	"NEBL"
"M5"	"CEACAM5"	"SYNE4"
"M5"	"RBM3"	"SYNE4"
"M5"	"IRAK1"	"NEBL"
"M5"	"JUND"	"COMP"
"M5"	"NCAN"	"PRSS8"
"M5"	"CA2"	"CD36"
"M5"	"CA2"	"SCGB1A1"
"M5"	"CA2"	"IL1RAP"
"M5"	"CA2"	"SRR"
"M5"	"CA2"	"RELA"
"M5"	"CA2"	"SPINT3"
"M5"	"CA2"	"ACTN2"
"M5"	"CA2"	"RFX2"
"M5"	"CA2"	"H2AFZ"
"M5"	"CA2"	"ZCCHC6"
"M5"	"CA2"	"SIT1"
"M5"	"CA2"	"SLC25A51"
"M5"	"TIMP2"	"MSMB"
"M5"	"DUSP10"	"PRSS8"
"M5"	"CSPG4"	"BRINP2"
"M5"	"CSPG4"	"BSPRY"
"M5"	"MSC"	"VTCN1"
"M5"	"CYP2D6"	"VTCN1"
"M5"	"USP33"	"CFB"
"M5"	"HIST1H4J"	"RELA"
"M5"	"HIST1H4J"	"IRF8"
"M5"	"HIST1H4J"	"TRIM11"
"M5"	"HIST1H4J"	"KCNJ12"
"M5"	"HIST1H4J"	"NMRK2"
"M5"	"GJA9"	"ELMO3"
"M5"	"KCNK18"	"ELMO3"
"M5"	"NKX2-5"	"ELMO3"
"M5"	"RHAG"	"PIK3R3"
"M5"	"PAFAH1B3"	"CHORDC1"
"M5"	"PAFAH1B3"	"HMGCS1"
"M5"	"PAFAH1B3"	"HRSP12"
"M5"	"PAFAH1B3"	"CACNB3"
"M5"	"PAFAH1B3"	"ARMC8"
"M5"	"PAFAH1B3"	"RUFY1"
"M5"	"PAFAH1B3"	"TUB"
"M5"	"PAFAH1B3"	"SLC12A1"
"M5"	"PAFAH1B3"	"UBR1"
"M5"	"PAFAH1B3"	"ERC2"
"M5"	"NOS3"	"ELMO3"
"M5"	"SMC4"	"ELMO3"
"M5"	"BMPR1A"	"ELMO3"
"M5"	"NCAPG"	"PIK3R3"
"M5"	"SLC3A1"	"ELMO3"
"M5"	"CD36"	"PIK3R3"
"M5"	"TPP1"	"ELMO3"
"M5"	"DR1"	"ELMO3"
"M5"	"HMGCR"	"ELMO3"
"M5"	"STXBP3"	"PIK3R3"
"M5"	"CPSF6"	"PIK3R3"
"M5"	"PATL1"	"ELMO3"
"M5"	"ATP6V1G1"	"KIAA1522"
"M5"	"MCFD2"	"BSPRY"
"M5"	"DSP"	"TBPL2"
"M5"	"DSP"	"C5orf30"
"M5"	"CDS1"	"BTBD3"
"M5"	"CDS1"	"SSTR1"
"M5"	"CDS1"	"GSTCD"
"M5"	"SENP6"	"PIK3R3"
"M5"	"WNT5A"	"COMMD5"
"M5"	"WNT5A"	"ZNF852"
"M5"	"WNT5A"	"TMEM39B"
"M5"	"WNT5A"	"ALG9"
"M5"	"PRICKLE1"	"SLC39A11"
"M5"	"TUFT1"	"CALCR"
"M5"	"PSMB1"	"VTCN1"
"M5"	"AIPL1"	"S100G"
"M5"	"STON2"	"VTCN1"
"M5"	"OPCML"	"PIK3R3"
"M5"	"MAST1"	"BSPRY"
"M5"	"SF3B4"	"BSPRY"
"M5"	"FBXL4"	"PNMAL1"
"M5"	"CNTLN"	"BSPRY"
"M5"	"EPHA1"	"PNMAL1"
"M5"	"PALLD"	"PNMAL1"
"M5"	"FIS1"	"PPM1H"
"M5"	"SH3GLB1"	"BSPRY"
"M5"	"KRT19"	"KIF23"
"M5"	"KRT19"	"POLR3D"
"M5"	"KRT19"	"SH3BP5"
"M5"	"KRT19"	"PHF10"
"M5"	"LSAMP"	"HIST1H2AE"
"M5"	"LSAMP"	"TRPM4"
"M5"	"UBE2L6"	"BSPRY"
"M5"	"CNTFR"	"BSPRY"
"M5"	"SDCCAG3"	"MSMB"
"M5"	"RRAGA"	"MSMB"
"M5"	"UPF3A"	"ZG16B"
"M5"	"TM9SF1"	"MSMB"
"M5"	"NEDD8"	"MSMB"
"M5"	"TEP1"	"KRT18"
"M5"	"TAPBP"	"KRT18"
"M5"	"TAPBP"	"KIAA1522"
"M5"	"MPZL1"	"VTCN1"
"M5"	"MPZL1"	"FAM83H"
"M5"	"NME4"	"CYP24A1"
"M5"	"CHRM1"	"CYP24A1"
"M5"	"FANCI"	"CYP24A1"
"M5"	"AVP"	"CYP24A1"
"M5"	"SYT2"	"CYP24A1"
"M5"	"OMG"	"CYP24A1"
"M5"	"HPR"	"CYP24A1"
"M5"	"FBXO22"	"BSPRY"
"M5"	"IL3"	"BSPRY"
"M5"	"CEP97"	"BSPRY"
"M5"	"KLHL25"	"PRSS8"
"M5"	"CUEDC2"	"RTKN"
"M5"	"CD59"	"BSPRY"
"M5"	"XK"	"BRINP2"
"M5"	"XK"	"BSPRY"
"M5"	"XK"	"PNMAL1"
"M5"	"RBM10"	"BSPRY"
"M5"	"ANKRD27"	"VTCN1"
"M5"	"KCNK3"	"S100A13"
"M5"	"KCNK3"	"MAPRE3"
"M5"	"KCNK3"	"TGM3"
"M5"	"KCNK3"	"DCAF17"
"M5"	"KCNK3"	"SLC25A42"
"M5"	"SERPINB3"	"TENM2"
"M5"	"CTDSP2"	"SEZ6L2"
"M5"	"PLCG2"	"IER3"
"M5"	"CARD6"	"ISYNA1"
"M5"	"LSR"	"FOLR3"
"M5"	"LSR"	"SLC35B1"
"M5"	"LSR"	"CDC42SE2"
"M5"	"LSR"	"IFFO1"
"M5"	"VHL"	"IER3"
"M5"	"HLA-DRA"	"ISYNA1"
"M5"	"PIGF"	"ISYNA1"
"M5"	"RPL36AL"	"SLC44A3"
"M5"	"KIF13B"	"SLC44A3"
"M5"	"SCAND1"	"SEZ6L2"
"M5"	"PIAS3"	"PRSS8"
"M5"	"SLAIN2"	"SEZ6L2"
"M5"	"SLAIN2"	"KIAA1522"
"M5"	"PIAS4"	"KIAA1522"
"M5"	"EXOC7"	"IER3"
"M5"	"PRTN3"	"KIAA1522"
"M5"	"KRT18"	"S100A13"
"M5"	"KRT18"	"HPRT1"
"M5"	"KRT18"	"PRF1"
"M5"	"KRT18"	"DGCR14"
"M5"	"KRT18"	"STX12"
"M5"	"KRT18"	"RELA"
"M5"	"KRT18"	"MRPS25"
"M5"	"KRT18"	"NCBP2"
"M5"	"KRT18"	"OLIG3"
"M5"	"KRT18"	"NTRK2"
"M5"	"KRT18"	"INPPL1"
"M5"	"KRT18"	"TRHDE"
"M5"	"KRT18"	"TMEM241"
"M5"	"KRT18"	"EXT1"
"M5"	"KRT18"	"FBXL13"
"M5"	"KRT18"	"DNLZ"
"M5"	"KRT18"	"ETFDH"
"M5"	"GALT"	"PRSS8"
"M5"	"KRT72"	"IER3"
"M5"	"ADRB2"	"TRPM4"
"M5"	"ADRB2"	"FCRLB"
"M5"	"CFB"	"TMEM107"
"M5"	"CFB"	"APOBEC3G"
"M5"	"CFB"	"FARSB"
"M5"	"CFB"	"FOLR3"
"M5"	"CFB"	"CAMK2N1"
"M5"	"CFB"	"SALL4"
"M5"	"CFB"	"NAA15"
"M5"	"CFB"	"TMA16"
"M5"	"SLC26A9"	"BRINP2"
"M5"	"HOXD8"	"SULF2"
"M5"	"GZMM"	"BSPRY"
"M5"	"UBE2R2"	"KIAA1522"
"M5"	"BTBD3"	"BSPRY"
"M5"	"ADORA2A"	"FCRLB"
"M5"	"FGF8"	"BSPRY"
"M5"	"HIST1H2BI"	"SYNE4"
"M5"	"ORC4"	"PIK3R3"
"M5"	"RGS19"	"COMP"
"M5"	"HPRT1"	"SULF2"
"M5"	"HPRT1"	"ISYNA1"
"M5"	"HPRT1"	"BSPRY"
"M5"	"HPRT1"	"COMP"
"M5"	"HPRT1"	"PPM1H"
"M5"	"CABLES1"	"BSPRY"
"M5"	"BGN"	"GSTO2"
"M5"	"RASA3"	"GSTO2"
"M5"	"SPINT2"	"DENND2D"
"M5"	"DCAF17"	"FCRLB"
"M5"	"MYCBP"	"EFHD1"
"M5"	"MRPS24"	"PNMAL1"
"M5"	"RIMS4"	"S100G"
"M5"	"ANAPC7"	"FCRLB"
"M5"	"SUN1"	"FCRLB"
"M5"	"EPN2"	"FCRLB"
"M5"	"SCARB2"	"BSPRY"
"M5"	"PRF1"	"ATP2C2"
"M5"	"HIST2H2AC"	"PPAP2C"
"M5"	"NEU1"	"BSPRY"
"M5"	"FOLR3"	"TRPM4"
"M5"	"FOLR3"	"PRSS8"
"M5"	"FOLR3"	"KIAA1522"
"M5"	"FOLR3"	"EFHD1"
"M5"	"TMEM248"	"COMP"
"M5"	"ZNF256"	"SLC44A3"
"M5"	"HOXD13"	"SLC44A3"
"M5"	"MEX3B"	"SLC44A3"
"M5"	"KLHL42"	"SLC44A3"
"M5"	"SHPRH"	"SLC44A3"
"M5"	"CHAF1B"	"SLC44A3"
"M5"	"RAB11FIP5"	"SLC44A3"
"M5"	"RAB11FIP5"	"KIAA1522"
"M5"	"RAB11FIP5"	"BSPRY"
"M5"	"MAP7D1"	"KIAA1522"
"M5"	"MAP7D1"	"BSPRY"
"M5"	"VPS37D"	"KIAA1522"
"M5"	"DDR1"	"KIAA1522"
"M5"	"TRIM34"	"BSPRY"
"M5"	"SERPINB6"	"KIAA1522"
"M5"	"RUSC1"	"SLC44A3"
"M5"	"RUSC1"	"KIAA1522"
"M5"	"CDK18"	"SLC44A3"
"M5"	"CDK18"	"KIAA1522"
"M5"	"SEPP1"	"KIAA1522"
"M5"	"RTKN"	"COPS2"
"M5"	"RTKN"	"CKS2"
"M5"	"RTKN"	"ZNF823"
"M5"	"RTKN"	"ADRA2B"
"M5"	"MAPK9"	"KIAA1522"
"M5"	"MXI1"	"KIAA1522"
"M5"	"RBM11"	"SLC44A3"
"M5"	"CREB3L1"	"KIAA1522"
"M5"	"LGR5"	"BSPRY"
"M5"	"RPL35A"	"KIAA1522"
"M5"	"SS18"	"KIAA1522"
"M5"	"CBLL1"	"BRINP2"
"M5"	"CBLL1"	"SLC44A3"
"M5"	"KIF20A"	"BSPRY"
"M5"	"SARNP"	"EPCAM"
"M5"	"SARNP"	"BSPRY"
"M5"	"DGCR14"	"BSPRY"
"M5"	"REG1A"	"BRINP2"
"M5"	"CYP11A1"	"BRINP2"
"M5"	"TGFBR3"	"BSPRY"
"M5"	"ASCL4"	"BSPRY"
"M5"	"MMACHC"	"BSPRY"
"M5"	"SNTA1"	"MSMB"
"M5"	"BAIAP2L1"	"BRINP2"
"M5"	"PEMT"	"BSPRY"
"M5"	"PEMT"	"FCRLB"
"M5"	"GSC"	"PNMAL1"
"M5"	"TIGIT"	"BSPRY"
"M5"	"SRR"	"TENM2"
"M5"	"DCBLD1"	"BSPRY"
"M5"	"NEBL"	"GPR61"
"M5"	"PPP4R2"	"BSPRY"
"M5"	"CD44"	"FAM83H"
"M5"	"POLDIP2"	"BSPRY"
"M5"	"PIK3R3"	"RELA"
"M5"	"PIK3R3"	"SH2D5"
"M5"	"PIK3R3"	"TSC22D2"
"M5"	"PIK3R3"	"CRHBP"
"M5"	"PIK3R3"	"PUF60"
"M5"	"PIK3R3"	"C6orf15"
"M5"	"PIK3R3"	"RNF125"
"M5"	"ORC1"	"SULF2"
"M5"	"TOP3A"	"BSPRY"
"M5"	"MRPS25"	"BSPRY"
"M5"	"ZMYM3"	"BSPRY"
"M5"	"CD53"	"BSPRY"
"M5"	"GPS1"	"BSPRY"
"M5"	"EXOC8"	"BSPRY"
"M5"	"TRIM33"	"BSPRY"
"M5"	"PLRG1"	"BSPRY"
"M5"	"TGDS"	"BSPRY"
"M5"	"PSMD1"	"BSPRY"
"M5"	"CHN2"	"BSPRY"
"M5"	"SHARPIN"	"BSPRY"
"M5"	"CCNB2"	"BSPRY"
"M5"	"IL18"	"BSPRY"
"M5"	"PLEKHG2"	"BSPRY"
"M5"	"LMTK3"	"BSPRY"
"M5"	"VBP1"	"SULF2"
"M5"	"SEL1L"	"BSPRY"
"M5"	"APBA2"	"BSPRY"
"M5"	"BMPR1B"	"BSPRY"
"M5"	"PKD1"	"BSPRY"
"M5"	"KHDRBS3"	"BSPRY"
"M5"	"MAP2K3"	"EPCAM"
"M5"	"SNTG1"	"EPCAM"
"M5"	"HIST1H2AE"	"P4HB"
"M5"	"SLC9A3R1"	"RPS12"
"M5"	"SLC9A3R1"	"KPNA2"
"M5"	"SLC9A3R1"	"LRP2"
"M5"	"SLC9A3R1"	"TMTC4"
"M5"	"IKZF2"	"SYNE4"
"M5"	"CCDC6"	"PGAP3"
"M5"	"RCC1"	"ATP2C2"
"M5"	"UPP1"	"PGAP3"
"M5"	"USP14"	"ATP2C2"
"M5"	"CHRAC1"	"PGAP3"
"M5"	"TFIP11"	"PGAP3"
"M5"	"TAF12"	"SULF2"
"M5"	"NPAS4"	"BSPRY"
"M5"	"GOLGB1"	"BSPRY"
"M5"	"NR2F2"	"BSPRY"
"M5"	"SCNN1D"	"BSPRY"
"M5"	"NPM3"	"BSPRY"
"M5"	"KLHL32"	"BSPRY"
"M5"	"CIRBP"	"PGAP3"
"M5"	"EPN1"	"BSPRY"
"M5"	"UTY"	"GPRC5A"
"M5"	"MUSTN1"	"BSPRY"
"M5"	"CAP1"	"BSPRY"
"M5"	"SLITRK4"	"COMP"
"M5"	"MYL6"	"PNMAL1"
"M5"	"FKBPL"	"EPCAM"
"M5"	"GRIK4"	"EPCAM"
"M5"	"NAV3"	"PNMAL1"
"M5"	"PMP22"	"CYP24A1"
"M5"	"DPYSL4"	"CYP24A1"
"M5"	"PKP4"	"PNMAL1"
"M5"	"IER3"	"UXS1"
"M5"	"IER3"	"PROSER1"
"M5"	"UBE2A"	"PNMAL1"
"M5"	"CACNB1"	"PNMAL1"
"M5"	"MTHFSD"	"PNMAL1"
"M5"	"UTS2"	"PNMAL1"
"M5"	"DNAH6"	"CMTM8"
"M5"	"NGFRAP1"	"PNMAL1"
"M5"	"SEC22A"	"PNMAL1"
"M5"	"PSMD5"	"PNMAL1"
"M5"	"SERPINF1"	"BRINP2"
"M5"	"HMGB2"	"BRINP2"
"M5"	"CD209"	"PNMAL1"
"M5"	"EXOC6"	"PNMAL1"
"M5"	"EIF4E3"	"PNMAL1"
"M5"	"DNAJC5"	"BRINP2"
"M5"	"LIPG"	"BRINP2"
"M5"	"LIPG"	"BSPRY"
"M5"	"DSCC1"	"BSPRY"
"M5"	"GAS2L2"	"BSPRY"
"M5"	"HDAC8"	"BSPRY"
"M5"	"PTN"	"BSPRY"
"M5"	"EIF3H"	"EPCAM"
"M5"	"HIST1H3G"	"PNMAL1"
"M5"	"GPRC5C"	"PNMAL1"
"M5"	"KNSTRN"	"BPIFB1"
"M5"	"HDAC10"	"BSPRY"
"M5"	"TTF2"	"BSPRY"
"M5"	"C1QA"	"BSPRY"
"M5"	"HOXB1"	"BSPRY"
"M5"	"REV3L"	"BSPRY"
"M5"	"CD2AP"	"BSPRY"
"M5"	"POLRMT"	"EPCAM"
"M5"	"MTDH"	"EPCAM"
"M5"	"HIST1H2BD"	"EML2"
"M5"	"IL1A"	"MSMB"
"M5"	"RHBDL2"	"COMP"
"M5"	"DCAF11"	"TRPM4"
"M5"	"POU2F1"	"SULF2"
"M5"	"SLC4A3"	"BRINP2"
"M5"	"RARG"	"EPCAM"
"M5"	"TPD52L1"	"ISYNA1"
"M5"	"USP22"	"RAB38"
"M5"	"PAFAH1B2"	"EPCAM"
"M6"	"PCNX"	"KRT15"
"M6"	"FDPS"	"BCL11A"
"M6"	"CCNE1"	"ZCCHC11"
"M6"	"CCNE1"	"PTP4A1"
"M6"	"CCNE1"	"VBP1"
"M6"	"CCNE1"	"OLFML2A"
"M6"	"GSTP1"	"SUFU"
"M6"	"GSTP1"	"WDR12"
"M6"	"GSTP1"	"PTP4A1"
"M6"	"GSTP1"	"GJD4"
"M6"	"GSTP1"	"ASB11"
"M6"	"GSTP1"	"RBBP8"
"M6"	"GSTP1"	"STARD7"
"M6"	"GSTP1"	"PTPRD"
"M6"	"TRERF1"	"KRT15"
"M6"	"NEUROD1"	"EFS"
"M6"	"SYT13"	"ART3"
"M6"	"GABBR2"	"PTP4A1"
"M6"	"GABBR2"	"MXD4"
"M6"	"GABBR2"	"SNX5"
"M6"	"PROM1"	"PTP4A1"
"M6"	"PROM1"	"CTBS"
"M6"	"PROM1"	"PRRG1"
"M6"	"MATN3"	"KRT23"
"M6"	"CXXC4"	"ART3"
"M6"	"CYFIP2"	"NDRG2"
"M6"	"SLC25A12"	"KRT15"
"M6"	"PDE4B"	"UPK2"
"M6"	"PDE4B"	"PBK"
"M6"	"PDE4B"	"ZCCHC11"
"M6"	"PDE4B"	"CEP97"
"M6"	"PDE4B"	"MPPED1"
"M6"	"PDE4B"	"PTP4A1"
"M6"	"PDE4B"	"EPHA7"
"M6"	"PDE4B"	"OGG1"
"M6"	"PDE4B"	"DNAJB2"
"M6"	"PDE4B"	"FLCN"
"M6"	"CDK1"	"NDRG2"
"M6"	"CDK1"	"KIT"
"M6"	"DUSP11"	"NDRG2"
"M6"	"STT3B"	"ART3"
"M6"	"SLC16A4"	"KRT23"
"M6"	"IL6ST"	"GDA"
"M6"	"IL6ST"	"RNF182"
"M6"	"IL6ST"	"NLRP4"
"M6"	"IL6ST"	"JUND"
"M6"	"IL6ST"	"SOCS6"
"M6"	"IL6ST"	"IKBKAP"
"M6"	"IL6ST"	"HAO2"
"M6"	"IL6ST"	"SIN3A"
"M6"	"IL6ST"	"SYTL4"
"M6"	"IL6ST"	"PEMT"
"M6"	"IL6ST"	"PTP4A1"
"M6"	"IL6ST"	"PRKAB2"
"M6"	"IL6ST"	"SNAI3"
"M6"	"IL6ST"	"PTGDR2"
"M6"	"IL6ST"	"TMCC2"
"M6"	"IL6ST"	"FGF8"
"M6"	"IL6ST"	"IGFALS"
"M6"	"IL6ST"	"AP1G2"
"M6"	"IL6ST"	"TSGA10"
"M6"	"IL6ST"	"ARL13A"
"M6"	"IL6ST"	"C19orf25"
"M6"	"IL6ST"	"LYRM4"
"M6"	"IL6ST"	"GATM"
"M6"	"IL6ST"	"RASAL2"
"M6"	"IL6ST"	"CHRAC1"
"M6"	"IL6ST"	"AP1S1"
"M6"	"IL6ST"	"RPS21"
"M6"	"IL6ST"	"TVP23C"
"M6"	"IL6ST"	"ZG16"
"M6"	"IL6ST"	"IGSF21"
"M6"	"IL6ST"	"ADAMTS10"
"M6"	"IL6ST"	"PRKACG"
"M6"	"IL6ST"	"GPATCH11"
"M6"	"IL6ST"	"POMT2"
"M6"	"IL6ST"	"STK3"
"M6"	"IL6ST"	"CFHR3"
"M6"	"IL6ST"	"DEFB127"
"M6"	"IL6ST"	"ALDH1A2"
"M6"	"CPSF4"	"NDRG2"
"M6"	"POLE4"	"PRTFDC1"
"M6"	"SUPT20H"	"ASS1"
"M6"	"TRIM56"	"ART3"
"M6"	"FOLR1"	"RPL23"
"M6"	"FOLR1"	"AMIGO3"
"M6"	"FOLR1"	"MINK1"
"M6"	"FOLR1"	"FOLR3"
"M6"	"FOLR1"	"IL18"
"M6"	"FOLR1"	"RBBP7"
"M6"	"EN1"	"NAA15"
"M6"	"EN1"	"ACAD11"
"M6"	"EN1"	"ELN"
"M6"	"EN1"	"EXTL1"
"M6"	"EN1"	"DHRS13"
"M6"	"EN1"	"AEN"
"M6"	"EN1"	"LPAR1"
"M6"	"CUX1"	"KIT"
"M6"	"CUX1"	"NRTN"
"M6"	"F13A1"	"NDRG2"
"M6"	"DAPK1"	"SPI1"
"M6"	"DAPK1"	"TAF8"
"M6"	"DAPK1"	"UTY"
"M6"	"DAPK1"	"SS18"
"M6"	"DAPK1"	"MAGEA1"
"M6"	"DAPK1"	"STX16"
"M6"	"DAPK1"	"PLG"
"M6"	"SYT11"	"PRTFDC1"
"M6"	"IGF1R"	"AQP5"
"M6"	"WWC2"	"FRZB"
"M6"	"UCHL3"	"PRTFDC1"
"M6"	"KIFC3"	"PRTFDC1"
"M6"	"ARHGEF11"	"ART3"
"M6"	"EID2B"	"KRT15"
"M6"	"PQBP1"	"NES"
"M6"	"CAND2"	"PRTFDC1"
