"Module"	"Gene1"	"Gene2"
"M1"	"SBK1"	"MAST4"
"M1"	"SBK1"	"SLITRK4"
"M1"	"SBK1"	"CDX1"
"M1"	"SBK1"	"CEP57L1"
"M1"	"SBK1"	"UBE2S"
"M1"	"SBK1"	"PPP1R16B"
"M1"	"SBK1"	"TNXB"
"M1"	"SBK1"	"SLC44A3"
"M1"	"SBK1"	"CMKLR1"
"M1"	"SBK1"	"NR5A1"
"M1"	"SBK1"	"ZNF274"
"M1"	"SBK1"	"TMEM230"
"M1"	"SBK1"	"KLHDC2"
"M1"	"SBK1"	"POLR3K"
"M1"	"SBK1"	"ZNF763"
"M1"	"SBK1"	"GAN"
"M1"	"SBK1"	"RPS9"
"M1"	"SBK1"	"ERBB2IP"
"M1"	"SBK1"	"PLD5"
"M1"	"SBK1"	"GOLGA3"
"M1"	"SBK1"	"FAM193B"
"M1"	"SBK1"	"AMACR"
"M1"	"SBK1"	"POLR3A"
"M1"	"SBK1"	"TSC1"
"M1"	"SBK1"	"LIF"
"M1"	"SBK1"	"ARHGEF9"
"M1"	"SBK1"	"BLOC1S3"
"M1"	"SBK1"	"PHF23"
"M1"	"NMD3"	"CD99"
"M1"	"NMD3"	"PLEKHF2"
"M1"	"NMD3"	"FAM13C"
"M1"	"RRP8"	"FCGRT"
"M1"	"RRP8"	"EPS8"
"M1"	"RRP8"	"HMCN1"
"M1"	"USP14"	"BCHE"
"M1"	"USP14"	"PDLIM3"
"M1"	"USP14"	"ZNF785"
"M1"	"DYNC2H1"	"ALDH2"
"M1"	"GAS1"	"SGCE"
"M1"	"GAS1"	"HSPA12A"
"M1"	"GAS1"	"SDPR"
"M1"	"CHRAC1"	"PTGDS"
"M1"	"CHRAC1"	"ADRB2"
"M1"	"CHRAC1"	"PLEKHH2"
"M1"	"CHRAC1"	"TIMP3"
"M1"	"CHRAC1"	"NANOS1"
"M1"	"CHRAC1"	"PRICKLE2"
"M1"	"CHRAC1"	"ZNF415"
"M1"	"RABIF"	"DLC1"
"M1"	"ATP2B1"	"S100P"
"M1"	"SERPINB1"	"NMT2"
"M1"	"SERPINB1"	"CBR3"
"M1"	"SNRPC"	"KCNB1"
"M1"	"CCR2"	"VAMP5"
"M1"	"CIC"	"PCK1"
"M1"	"CIC"	"MGLL"
"M1"	"MKLN1"	"PTPRN2"
"M1"	"BCAM"	"ADRB2"
"M1"	"BCAM"	"HSPA12A"
"M1"	"BCAM"	"SATB1"
"M1"	"BCAM"	"KNOP1"
"M1"	"BIK"	"CACNA1D"
"M1"	"BIK"	"SNRNP27"
"M1"	"BIK"	"REV1"
"M1"	"BIK"	"RPL23A"
"M1"	"BIK"	"FGF19"
"M1"	"BIK"	"SRSF9"
"M1"	"BIK"	"RBBP8"
"M1"	"BIK"	"EPN1"
"M1"	"BIK"	"PTP4A1"
"M1"	"BIK"	"RABL6"
"M1"	"BIK"	"CBLN4"
"M1"	"BIK"	"HMGN3"
"M1"	"BIK"	"LIAS"
"M1"	"BIK"	"ANKHD1"
"M1"	"BIK"	"MARC2"
"M1"	"BIK"	"SEMA5B"
"M1"	"TRIM3"	"HSPA12A"
"M1"	"TRIM3"	"TNFAIP6"
"M1"	"TRIM3"	"FAM213A"
"M1"	"TRIM3"	"SOD2"
"M1"	"TRIM3"	"FAM13C"
"M1"	"MRPL49"	"EDNRB"
"M1"	"MRPL49"	"ADAM12"
"M1"	"MRPL49"	"IRS2"
"M1"	"CCNY"	"HSPA12A"
"M1"	"CCNY"	"PPAP2A"
"M1"	"CCNY"	"GPX8"
"M1"	"CLDN10"	"GRB7"
"M1"	"CLDN10"	"WBP5"
"M1"	"CLDN10"	"KCNJ8"
"M1"	"CLDN10"	"IL17RB"
"M1"	"CLDN10"	"RAMP1"
"M1"	"CLDN10"	"ID1"
"M1"	"FBXO38"	"ADAM12"
"M1"	"FBXO38"	"ANGPTL1"
"M1"	"FBXO38"	"KDELR3"
"M1"	"FBXO38"	"PENK"
"M1"	"NRG2"	"MAP4K4"
"M1"	"NRG2"	"SYNPO"
"M1"	"NRG2"	"C15orf48"
"M1"	"BUB1B"	"HSPA12A"
"M1"	"BUB1B"	"EDNRB"
"M1"	"BUB1B"	"MGLL"
"M1"	"PRDM2"	"CD99"
"M1"	"PRDM2"	"ADRB2"
"M1"	"PRDM2"	"MLLT11"
"M1"	"PRDM2"	"THBS4"
"M1"	"BRCA2"	"ZFP36"
"M1"	"BRCA2"	"C7"
"M1"	"BRCA2"	"MGST1"
"M1"	"SLC3A1"	"NMT2"
"M1"	"SLC3A1"	"PLIN2"
"M1"	"SLC3A1"	"PPP1R36"
"M1"	"SLC3A1"	"EFNA4"
"M1"	"SLC3A1"	"KCNB1"
"M1"	"PRELP"	"GSC"
"M1"	"PRELP"	"CTNNA1"
"M1"	"PRELP"	"MTTP"
"M1"	"PRELP"	"CLDN3"
"M1"	"PRELP"	"TESK1"
"M1"	"PRELP"	"SMARCE1"
"M1"	"PRELP"	"PTP4A1"
"M1"	"PRELP"	"EPS8L2"
"M1"	"PRELP"	"CSPG4"
"M1"	"PRELP"	"NLRP7"
"M1"	"PRELP"	"SATB1"
"M1"	"PRELP"	"LSM11"
"M1"	"PRELP"	"CHD8"
"M1"	"PRELP"	"ADAM12"
"M1"	"PRELP"	"GFRA2"
"M1"	"PRELP"	"KDM4A"
"M1"	"PRELP"	"MOSPD2"
"M1"	"PRELP"	"NFATC1"
"M1"	"PRELP"	"ECE1"
"M1"	"PRELP"	"DTX3L"
"M1"	"PRELP"	"MAST4"
"M1"	"PRELP"	"PYCR1"
"M1"	"PRELP"	"RPS5"
"M1"	"PRELP"	"PRDM8"
"M1"	"PRELP"	"WSB1"
"M1"	"PRELP"	"KRT83"
"M1"	"PRELP"	"PHLDA1"
"M1"	"PRELP"	"PLA2G7"
"M1"	"PRELP"	"TOPAZ1"
"M1"	"PRELP"	"CCDC181"
"M1"	"PRELP"	"NACC2"
"M1"	"PRELP"	"REEP1"
"M1"	"PRELP"	"PABPC4L"
"M1"	"PRELP"	"ATP8B3"
"M1"	"PRELP"	"TAPT1"
"M1"	"PRELP"	"ELMO3"
"M1"	"PRELP"	"RTCA"
"M1"	"PRELP"	"PCDHB7"
"M1"	"PRELP"	"HOMEZ"
"M1"	"PRELP"	"TAP2"
"M1"	"PRELP"	"ANXA6"
"M1"	"PRELP"	"VCAN"
"M1"	"PRELP"	"UBTD2"
"M1"	"PRELP"	"IPO5"
"M1"	"PRELP"	"PTOV1"
"M1"	"PRELP"	"SBF2"
"M1"	"AIPL1"	"TIMP2"
"M1"	"AIPL1"	"PPAP2B"
"M1"	"AIPL1"	"HSPA12A"
"M1"	"AIPL1"	"FXYD6"
"M1"	"MTFR2"	"MAGI2"
"M1"	"PRKACB"	"GRB7"
"M1"	"PRKACB"	"ZSWIM3"
"M1"	"PRKACB"	"S100A13"
"M1"	"PRKACB"	"RHOG"
"M1"	"PRKACB"	"ALCAM"
"M1"	"PRKACB"	"VAMP1"
"M1"	"PRKACB"	"JUP"
"M1"	"PRKACB"	"XK"
"M1"	"PRKACB"	"CSRNP1"
"M1"	"PRKACB"	"TIMP2"
"M1"	"PRKACB"	"PDE6G"
"M1"	"PRKACB"	"RBM10"
"M1"	"PRKACB"	"ARL13A"
"M1"	"PRKACB"	"FOLR3"
"M1"	"PRKACB"	"RHOD"
"M1"	"PRKACB"	"FIZ1"
"M1"	"PRKACB"	"ABCG8"
"M1"	"PRKACB"	"SH3BP5"
"M1"	"PRKACB"	"OLIG3"
"M1"	"PRKACB"	"RAB11FIP5"
"M1"	"PRKACB"	"PIAS4"
"M1"	"PRKACB"	"TNFRSF12A"
"M1"	"PRKACB"	"CPE"
"M1"	"PRKACB"	"URM1"
"M1"	"PRKACB"	"CELSR3"
"M1"	"PRKACB"	"ZNF148"
"M1"	"PRKACB"	"BET1"
"M1"	"PRKACB"	"HLA-DMB"
"M1"	"PRKACB"	"RPS3"
"M1"	"PRKACB"	"CTR9"
"M1"	"PRKACB"	"KSR2"
"M1"	"PRKACB"	"RXRG"
"M1"	"PRKACB"	"SERPINA10"
"M1"	"PRKACB"	"RNF39"
"M1"	"PRKACB"	"DDB1"
"M1"	"PRKACB"	"TUBB1"
"M1"	"PRKACB"	"TUBB"
"M1"	"PRKACB"	"PNP"
"M1"	"PRKACB"	"APBA2"
"M1"	"PRKACB"	"SPATA7"
"M1"	"PRKACB"	"ZBTB8A"
"M1"	"PRKACB"	"SEMA5B"
"M1"	"PIK3CA"	"PCK1"
"M1"	"PIK3CA"	"GEM"
"M1"	"PIK3CA"	"EDNRB"
"M1"	"PIK3CA"	"ADAM12"
"M1"	"PIK3CA"	"FAM213A"
"M1"	"PLXNA1"	"ADAM12"
"M1"	"PLXNA1"	"PLEKHF2"
"M1"	"PLXNA1"	"EGR1"
"M1"	"GLMN"	"PPAP2B"
"M1"	"GLMN"	"MEOX1"
"M1"	"GLMN"	"PPP1R36"
"M1"	"GLMN"	"SOD2"
"M1"	"GLMN"	"MYEOV"
"M1"	"ZSWIM7"	"CD99"
"M1"	"ZSWIM7"	"SATB1"
"M1"	"ZSWIM7"	"GNAI1"
"M1"	"ZSWIM7"	"COL9A3"
"M1"	"KIT"	"GNG11"
"M1"	"KIT"	"MEIS2"
"M1"	"KIT"	"SPTBN1"
"M1"	"FBN1"	"ZNF101"
"M1"	"FBN1"	"LAMC1"
"M1"	"FBN1"	"MAGEC2"
"M1"	"FBN1"	"CALB1"
"M1"	"FBN1"	"SNRNP27"
"M1"	"FBN1"	"LIN37"
"M1"	"FBN1"	"ZCCHC11"
"M1"	"FBN1"	"APOC2"
"M1"	"FBN1"	"INTS10"
"M1"	"FBN1"	"TAF1A"
"M1"	"FBN1"	"THAP3"
"M1"	"FBN1"	"PTP4A1"
"M1"	"FBN1"	"FUT1"
"M1"	"FBN1"	"THRB"
"M1"	"FBN1"	"RELA"
"M1"	"FBN1"	"ADAM12"
"M1"	"FBN1"	"SPTBN1"
"M1"	"FBN1"	"ZNF148"
"M1"	"FBN1"	"WISP2"
"M1"	"FBN1"	"PSMC6"
"M1"	"FBN1"	"RLBP1"
"M1"	"FBN1"	"HIST1H1E"
"M1"	"FBN1"	"CCDC39"
"M1"	"FBN1"	"CHMP2B"
"M1"	"FBN1"	"ANP32E"
"M1"	"FBN1"	"MXD3"
"M1"	"FBN1"	"FOXC2"
"M1"	"FBN1"	"RPAP3"
"M1"	"FBN1"	"NARFL"
"M1"	"FBN1"	"GP5"
"M1"	"FBN1"	"KBTBD7"
"M1"	"FBN1"	"CYP4F11"
"M1"	"FBN1"	"EGR1"
"M1"	"FBN1"	"TBCE"
"M1"	"FBN1"	"NOMO1"
"M1"	"FBN1"	"MRPL43"
"M1"	"FBN1"	"EBNA1BP2"
"M1"	"FBN1"	"C8orf34"
"M1"	"FBN1"	"KIF7"
"M1"	"FBN1"	"SNAPC2"
"M1"	"FBN1"	"LGMN"
"M1"	"FBN1"	"FBXL12"
"M1"	"FBN1"	"FGA"
"M1"	"FBN1"	"RGS5"
"M1"	"FBN1"	"TMEM44"
"M1"	"FBN1"	"VAC14"
"M1"	"FBN1"	"GPRASP1"
"M1"	"FBN1"	"CD79B"
"M1"	"FBN1"	"TCEAL5"
"M1"	"FBN1"	"GPD1L"
"M1"	"FBN1"	"NOD2"
"M1"	"FBN1"	"C1R"
"M1"	"FBN1"	"ATRN"
"M1"	"FBN1"	"APBB1"
"M1"	"FBN1"	"KCNG1"
"M1"	"FBN1"	"ANKRD24"
"M1"	"FBN1"	"SIRT5"
"M1"	"FBN1"	"TBC1D10A"
"M1"	"FBN1"	"PIAS2"
"M1"	"FBN1"	"BTAF1"
"M1"	"FBN1"	"SCIMP"
"M1"	"FBN1"	"C8orf4"
"M1"	"FBN1"	"FAM210B"
"M1"	"FBN1"	"YIF1A"
"M1"	"FBN1"	"CMKLR1"
"M1"	"FBN1"	"OXSM"
"M1"	"FBN1"	"TAPT1"
"M1"	"FBN1"	"BNC1"
"M1"	"FBN1"	"RARB"
"M1"	"FBN1"	"ZNRD1"
"M1"	"FBN1"	"TRAF3IP2"
"M1"	"FBN1"	"PITPNM2"
"M1"	"FBN1"	"ZXDA"
"M1"	"FBN1"	"BIRC3"
"M1"	"FBN1"	"CTSS"
"M1"	"FBN1"	"NR5A1"
"M1"	"FBN1"	"GRHL3"
"M1"	"FBN1"	"MCCC1"
"M1"	"FBN1"	"CEP63"
"M1"	"FBN1"	"HECTD3"
"M1"	"FBN1"	"EIF3G"
"M1"	"FBN1"	"RBM17"
"M1"	"FBN1"	"RBM24"
"M1"	"FBN1"	"ATP1A2"
"M1"	"FBN1"	"RORB"
"M1"	"FBN1"	"GUCY2F"
"M1"	"FBN1"	"PLEKHH3"
"M1"	"FBN1"	"BAP1"
"M1"	"FBN1"	"TNFSF15"
"M1"	"FBN1"	"RABGEF1"
"M1"	"FBN1"	"SALL2"
"M1"	"FBN1"	"ZC3HC1"
"M1"	"FBN1"	"ZBTB45"
"M1"	"FBN1"	"HLA-G"
"M1"	"FBN1"	"ITGA10"
"M1"	"FBN1"	"CDC73"
"M1"	"FBN1"	"KAL1"
"M1"	"FBN1"	"KLHDC2"
"M1"	"FBN1"	"HIST2H3D"
"M1"	"FBN1"	"NAP1L2"
"M1"	"FBN1"	"SLCO2A1"
"M1"	"FBN1"	"CEP135"
"M1"	"FBN1"	"ATAD3A"
"M1"	"FBN1"	"CILP2"
"M1"	"FBN1"	"ATF6"
"M1"	"FBN1"	"NR2C2"
"M1"	"FBN1"	"OR4S2"
"M1"	"FBN1"	"EXO1"
"M1"	"ANAPC7"	"APOD"
"M1"	"ANAPC7"	"GJB2"
"M1"	"ANAPC7"	"RTN1"
"M1"	"ANAPC7"	"ADAMTS1"
"M1"	"ANAPC7"	"FAM213A"
"M1"	"ANAPC7"	"NPY5R"
"M1"	"ANAPC7"	"TMEM184A"
"M1"	"ANAPC7"	"IGDCC4"
"M1"	"CD36"	"GPM6B"
"M1"	"CD36"	"PTGDS"
"M1"	"CD36"	"CPNE2"
"M1"	"CD36"	"INTS10"
"M1"	"CD36"	"C19orf25"
"M1"	"CD36"	"PTP4A1"
"M1"	"CD36"	"KDM1B"
"M1"	"CD36"	"RGS16"
"M1"	"CD36"	"TFEC"
"M1"	"CD36"	"THRB"
"M1"	"CD36"	"MYBL2"
"M1"	"CD36"	"RFWD2"
"M1"	"CD36"	"FZD8"
"M1"	"CD36"	"UBXN11"
"M1"	"CD36"	"CCDC39"
"M1"	"CD36"	"IRAK4"
"M1"	"CD36"	"SYPL1"
"M1"	"CD36"	"ANP32E"
"M1"	"CD36"	"EXOC3"
"M1"	"CD36"	"NCOR2"
"M1"	"CD36"	"TAX1BP1"
"M1"	"CD36"	"HNRNPLL"
"M1"	"CD36"	"TRAF6"
"M1"	"CD36"	"TWF1"
"M1"	"CD36"	"ITGA9"
"M1"	"CD36"	"TRPC3"
"M1"	"CD36"	"NARFL"
"M1"	"CD36"	"CUL2"
"M1"	"CD36"	"PCNXL4"
"M1"	"CD36"	"BRWD3"
"M1"	"CD36"	"PIGG"
"M1"	"CD36"	"RGPD6"
"M1"	"CD36"	"UTP20"
"M1"	"CD36"	"CD79B"
"M1"	"CD36"	"ST6GALNAC2"
"M1"	"CD36"	"NOTCH4"
"M1"	"CD36"	"ATRN"
"M1"	"CD36"	"PIAS2"
"M1"	"CD36"	"BTAF1"
"M1"	"CD36"	"SCIMP"
"M1"	"CD36"	"BIRC3"
"M1"	"CD36"	"RORB"
"M1"	"CD36"	"GUCY2F"
"M1"	"CD36"	"PLEKHH3"
"M1"	"CD36"	"ZC3HC1"
"M1"	"CD36"	"RTCA"
"M1"	"CD36"	"ITGA10"
"M1"	"CD36"	"BSND"
"M1"	"CD36"	"PIK3R3"
"M1"	"CD36"	"TPT1"
"M1"	"CD36"	"C9orf43"
"M1"	"CD36"	"TNFSF8"
"M1"	"CD36"	"CKMT1A"
"M1"	"CD36"	"OTOG"
"M1"	"CD36"	"PABPN1L"
"M1"	"CD36"	"CYP11B2"
"M1"	"CD36"	"SEZ6"
"M1"	"CD36"	"BAG3"
"M1"	"CD36"	"SNAPC5"
"M1"	"CD36"	"NAP1L2"
"M1"	"CD36"	"CES3"
"M1"	"CD36"	"SUPT6H"
"M1"	"CD36"	"COA5"
"M1"	"CD36"	"ATF6"
"M1"	"CD36"	"HN1L"
"M1"	"CD36"	"NR2C2"
"M1"	"CD36"	"NOG"
"M1"	"CD36"	"BTBD2"
"M1"	"CD36"	"CA2"
"M1"	"MAP2K4"	"CD99"
"M1"	"MAP2K4"	"TSLP"
"M1"	"HIST1H3B"	"HOXD8"
"M1"	"HIST1H3B"	"PEMT"
"M1"	"HIST1H3B"	"GPC3"
"M1"	"HIST1H3B"	"DUSP1"
"M1"	"HIST1H3B"	"TSLP"
"M1"	"MPV17"	"GNAI1"
"M1"	"MPV17"	"CILP"
"M1"	"SULT1E1"	"PPL"
"M1"	"SULT1E1"	"HSPA12A"
"M1"	"SULT1E1"	"MGLL"
"M1"	"GRB7"	"BOP1"
"M1"	"GRB7"	"AZI2"
"M1"	"GRB7"	"POLR1D"
"M1"	"GRB7"	"CEP57"
"M1"	"GRB7"	"ADRB2"
"M1"	"GRB7"	"PTP4A1"
"M1"	"GRB7"	"HSPB3"
"M1"	"GRB7"	"XRCC5"
"M1"	"GRB7"	"GNAI1"
"M1"	"GRB7"	"NMT1"
"M1"	"GRB7"	"LRRIQ3"
"M1"	"GRB7"	"SMN2"
"M1"	"GRB7"	"KAT5"
"M1"	"GRB7"	"TGFB2"
"M1"	"GRB7"	"RGL4"
"M1"	"GRB7"	"LDB2"
"M1"	"GRB7"	"ZNHIT1"
"M1"	"GRB7"	"BCAN"
"M1"	"GRB7"	"UNC5CL"
"M1"	"GRB7"	"C6orf118"
"M1"	"GRB7"	"GMDS"
"M1"	"GRB7"	"MAST4"
"M1"	"GRB7"	"KIF7"
"M1"	"GRB7"	"VAC14"
"M1"	"GRB7"	"PDE6H"
"M1"	"GRB7"	"TBC1D15"
"M1"	"GRB7"	"CCT2"
"M1"	"GRB7"	"CHAMP1"
"M1"	"GRB7"	"TAS1R1"
"M1"	"GRB7"	"AP1S2"
"M1"	"GRB7"	"CDK11A"
"M1"	"GRB7"	"USH1G"
"M1"	"GRB7"	"ANAPC10"
"M1"	"GRB7"	"SYNDIG1"
"M1"	"GRB7"	"PIAS2"
"M1"	"GRB7"	"SLC44A3"
"M1"	"GRB7"	"PABPC4L"
"M1"	"GRB7"	"NR5A1"
"M1"	"GRB7"	"FANCE"
"M1"	"GRB7"	"HLA-DOB"
"M1"	"GRB7"	"ZNF414"
"M1"	"GRB7"	"TNFSF15"
"M1"	"GRB7"	"SPATC1L"
"M1"	"GRB7"	"GCK"
"M1"	"GRB7"	"DNHD1"
"M1"	"GRB7"	"VASN"
"M1"	"GRB7"	"PRL"
"M1"	"GRB7"	"RAB3GAP1"
"M1"	"GRB7"	"CABP1"
"M1"	"GRB7"	"CSDC2"
"M1"	"GRB7"	"MAPKAP1"
"M1"	"GRB7"	"ABHD17B"
"M1"	"GRB7"	"MPST"
"M1"	"GRB7"	"ATN1"
"M1"	"GRB7"	"PEX6"
"M1"	"GRB7"	"WDR60"
"M1"	"GRB7"	"TCAIM"
"M1"	"GRB7"	"MRPL52"
"M1"	"GRB7"	"DKC1"
"M1"	"GRB7"	"CTDSP1"
"M1"	"GRB7"	"KDM4D"
"M1"	"GRB7"	"POLR3A"
"M1"	"GRB7"	"SEC11C"
"M1"	"GRB7"	"ATP5S"
"M1"	"GRB7"	"PYY"
"M1"	"GRB7"	"NR4A2"
"M1"	"GRB7"	"MARCH10"
"M1"	"GRB7"	"C2CD3"
"M1"	"GRB7"	"SAP130"
"M1"	"GRB7"	"ATP6V1C1"
"M1"	"GRB7"	"FAM161B"
"M1"	"GJD4"	"LAMC1"
"M1"	"GJD4"	"RAMP1"
"M1"	"GJD4"	"MEIS2"
"M1"	"GJD4"	"OSR1"
"M1"	"GJD4"	"PPP1R1B"
"M1"	"GJD4"	"MAGI2"
"M1"	"GJD4"	"PPP1R36"
"M1"	"GJD4"	"SAMD4A"
"M1"	"GJD4"	"KAT2B"
"M1"	"GJD4"	"MGLL"
"M1"	"GJD4"	"OGN"
"M1"	"GJD4"	"SDPR"
"M1"	"GJD4"	"AVPI1"
"M1"	"MECR"	"HSPA12A"
"M1"	"MECR"	"LDB2"
"M1"	"CDK5"	"ANG"
"M1"	"CDK5"	"PPAP2B"
"M1"	"CDK5"	"MYL9"
"M1"	"CDK5"	"BGN"
"M1"	"CDK5"	"DHRS13"
"M1"	"CST11"	"ADRB2"
"M1"	"CST11"	"ARHGEF40"
"M1"	"EIF4E3"	"GNG11"
"M1"	"EIF4E3"	"AZI2"
"M1"	"EIF4E3"	"SRR"
"M1"	"EIF4E3"	"MEIS2"
"M1"	"EIF4E3"	"LALBA"
"M1"	"EIF4E3"	"C19orf25"
"M1"	"EIF4E3"	"RPS10"
"M1"	"EIF4E3"	"XRCC5"
"M1"	"EIF4E3"	"MIPEP"
"M1"	"EIF4E3"	"MBP"
"M1"	"EIF4E3"	"MLLT6"
"M1"	"EIF4E3"	"FUBP1"
"M1"	"EIF4E3"	"PDE6D"
"M1"	"EIF4E3"	"CMA1"
"M1"	"EIF4E3"	"CXCL6"
"M1"	"EIF4E3"	"MAPT"
"M1"	"EIF4E3"	"KCNN3"
"M1"	"EIF4E3"	"DNAJB6"
"M1"	"EIF4E3"	"LMTK3"
"M1"	"EIF4E3"	"CDK1"
"M1"	"EIF4E3"	"SOAT2"
"M1"	"EIF4E3"	"SCMH1"
"M1"	"EIF4E3"	"SMYD2"
"M1"	"EIF4E3"	"PLK3"
"M1"	"EIF4E3"	"MKL2"
"M1"	"EIF4E3"	"PAEP"
"M1"	"EIF4E3"	"C1orf35"
"M1"	"EIF4E3"	"MPC2"
"M1"	"EIF4E3"	"TMEM11"
"M1"	"EIF4E3"	"KIAA1429"
"M1"	"EIF4E3"	"NAGK"
"M1"	"EIF4E3"	"ANGPTL7"
"M1"	"EIF4E3"	"TBCE"
"M1"	"EIF4E3"	"C8orf34"
"M1"	"EIF4E3"	"SULT2A1"
"M1"	"EIF4E3"	"SDK1"
"M1"	"EIF4E3"	"SAA1"
"M1"	"EIF4E3"	"RAB33B"
"M1"	"EIF4E3"	"CA5A"
"M1"	"EIF4E3"	"SFPQ"
"M1"	"EIF4E3"	"IL22RA1"
"M1"	"EIF4E3"	"CDK11A"
"M1"	"EIF4E3"	"C6orf136"
"M1"	"EIF4E3"	"VCPKMT"
"M1"	"EIF4E3"	"BCAS3"
"M1"	"EIF4E3"	"CPSF1"
"M1"	"EIF4E3"	"NXPE4"
"M1"	"EIF4E3"	"NPL"
"M1"	"EIF4E3"	"HIC2"
"M1"	"EIF4E3"	"CARD11"
"M1"	"EIF4E3"	"SLC46A1"
"M1"	"EIF4E3"	"ICMT"
"M1"	"EIF4E3"	"SCARB1"
"M1"	"EIF4E3"	"KCNG1"
"M1"	"EIF4E3"	"CWC25"
"M1"	"EIF4E3"	"FCHO1"
"M1"	"EIF4E3"	"LHPP"
"M1"	"EIF4E3"	"DCXR"
"M1"	"EIF4E3"	"PIAS2"
"M1"	"EIF4E3"	"TUB"
"M1"	"EIF4E3"	"THSD1"
"M1"	"EIF4E3"	"PDDC1"
"M1"	"EIF4E3"	"ORMDL2"
"M1"	"EIF4E3"	"PAPD7"
"M1"	"EIF4E3"	"SMIM12"
"M1"	"EIF4E3"	"CSDC2"
"M1"	"EIF4E3"	"TAF4"
"M1"	"EIF4E3"	"HMGCS2"
"M1"	"EIF4E3"	"LRCH3"
"M1"	"EIF4E3"	"PEX6"
"M1"	"EIF4E3"	"FNTB"
"M1"	"EIF4E3"	"CYB5R1"
"M1"	"EIF4E3"	"WDR60"
"M1"	"EIF4E3"	"CRYBB2"
"M1"	"EIF4E3"	"TOM1"
"M1"	"EIF4E3"	"MEN1"
"M1"	"EIF4E3"	"MRPS35"
"M1"	"EIF4E3"	"SLC5A3"
"M1"	"EIF4E3"	"LRRC69"
"M1"	"EIF4E3"	"NOX4"
"M1"	"EIF4E3"	"SKIV2L2"
"M1"	"EIF4E3"	"ANO1"
"M1"	"EIF4E3"	"PNMAL1"
"M1"	"EIF4E3"	"TSPAN9"
"M1"	"EIF4E3"	"DPYD"
"M1"	"EIF4E3"	"SLC5A7"
"M1"	"EIF4E3"	"SLC25A1"
"M1"	"EIF4E3"	"TBC1D10C"
"M1"	"EIF4E3"	"FKTN"
"M1"	"EIF4E3"	"LRIG3"
"M1"	"EIF4E3"	"TLE6"
"M1"	"EIF4E3"	"CCDC130"
"M1"	"EIF4E3"	"ICT1"
"M1"	"EIF4E3"	"C10orf54"
"M1"	"EIF4E3"	"RRM1"
"M1"	"EIF4E3"	"CLPTM1"
"M1"	"EIF4E3"	"TRIM31"
"M1"	"EIF4E3"	"BCL9L"
"M1"	"EIF4E3"	"P2RY1"
"M1"	"EIF4E3"	"CDC37L1"
"M1"	"EIF4E3"	"OGFOD2"
"M1"	"EIF4E3"	"UBE2QL1"
"M1"	"EIF4E3"	"ABRACL"
"M1"	"EIF4E3"	"TBP"
"M1"	"SHC2"	"PID1"
"M1"	"SHC2"	"CD99"
"M1"	"SHC2"	"SATB1"
"M1"	"SHC2"	"CSN1S1"
"M1"	"NEGR1"	"LRRN2"
"M1"	"NEGR1"	"PCSK5"
"M1"	"ANKRD13A"	"MAGI2"
"M1"	"ANKRD13A"	"THBS4"
"M1"	"ERN1"	"TSLP"
"M1"	"ZSWIM3"	"PPP1R36"
"M1"	"ZSWIM3"	"GPD1L"
"M1"	"TFIP11"	"GLUL"
"M1"	"RPS7"	"ALDH2"
"M1"	"RPS7"	"DHRS13"
"M1"	"RPS7"	"COL9A3"
"M1"	"STON2"	"HSPA12A"
"M1"	"STON2"	"TNC"
"M1"	"PID1"	"F8A1"
"M1"	"PID1"	"CACYBP"
"M1"	"PID1"	"PDE6G"
"M1"	"PID1"	"HPRT1"
"M1"	"PID1"	"MED6"
"M1"	"PID1"	"PIM2"
"M1"	"PID1"	"SMARCE1"
"M1"	"PID1"	"PTP4A1"
"M1"	"PID1"	"HDAC9"
"M1"	"PID1"	"SSBP3"
"M1"	"PID1"	"GJB2"
"M1"	"PID1"	"CRISP3"
"M1"	"PID1"	"SSBP2"
"M1"	"PID1"	"VAMP8"
"M1"	"PID1"	"SETD1A"
"M1"	"PID1"	"PSG2"
"M1"	"PID1"	"NQO1"
"M1"	"PID1"	"PSMB7"
"M1"	"PID1"	"CHORDC1"
"M1"	"PID1"	"EXOSC7"
"M1"	"PID1"	"ZHX3"
"M1"	"PID1"	"GRIN3A"
"M1"	"PID1"	"SPSB4"
"M1"	"PID1"	"AHI1"
"M1"	"PID1"	"TTF2"
"M1"	"PID1"	"FXYD1"
"M1"	"PID1"	"TBC1D7"
"M1"	"PID1"	"NANOS1"
"M1"	"PID1"	"CYP4A11"
"M1"	"PID1"	"SAMD4A"
"M1"	"PID1"	"TTLL7"
"M1"	"PID1"	"CCDC107"
"M1"	"PID1"	"COX4I1"
"M1"	"PID1"	"FAM173A"
"M1"	"PID1"	"GIN1"
"M1"	"PID1"	"DDX39B"
"M1"	"PID1"	"CP"
"M1"	"PID1"	"FAM86B1"
"M1"	"PID1"	"SSH3"
"M1"	"PID1"	"SPAG11B"
"M1"	"PID1"	"MRO"
"M1"	"PID1"	"DNASE1L3"
"M1"	"PID1"	"CLSTN3"
"M1"	"PID1"	"LRRC3B"
"M1"	"PID1"	"TTC39B"
"M1"	"PID1"	"PREPL"
"M1"	"PID1"	"RHBDL2"
"M1"	"PID1"	"SURF1"
"M1"	"PID1"	"C15orf52"
"M1"	"PID1"	"SLC26A1"
